>ptg000019l	658483
91838	92065	26
92066	92225	27
92226	92549	28
92550	92685	27
92686	92702	26
92703	93034	25
93035	93499	24
93500	93712	23
93713	93793	24
93794	93873	25
93874	93955	24
93956	94250	25
94251	94269	26
94270	94275	25
94276	94323	26
94324	94482	25
94483	94663	26
94664	95091	27
95092	95126	28
95127	95156	29
95157	95240	28
95241	95487	29
95488	95619	28
95620	95784	29
95785	96037	28
96038	96215	27
96216	96285	29
96286	96442	28
96443	96683	29
96684	96878	28
96879	97010	29
97011	97209	28
97210	97347	29
97348	97660	30
97661	97966	31
97967	97985	32
97986	98132	31
98133	98149	30
98150	98428	29
98429	98532	30
98533	98572	29
98573	98610	30
98611	98632	31
98633	98870	32
98871	98873	31
98874	99210	32
99211	99223	31
99224	99273	32
99274	99581	33
99582	99627	34
99628	99659	33
99660	99770	34
99771	100096	35
100097	100477	36
100478	100855	37
100856	100859	38
100860	101054	37
101055	101333	38
101334	101402	37
101403	101547	36
101548	102269	37
102270	102325	36
102326	102404	37
102405	102482	38
102483	102655	37
102656	102702	36
102703	102706	37
102707	102719	36
102720	103001	37
103002	103018	38
103019	103293	39
103294	103385	38
103386	103715	37
103716	103736	36
103737	103889	35
103890	103981	34
103982	104656	33
104657	104748	32
104749	104874	33
104875	104893	34
104894	105221	33
105222	105240	34
105241	105256	33
105257	105345	34
105346	105488	35
105489	106008	34
106009	106052	33
106053	106156	34
106157	106380	32
106381	106441	31
106442	106541	32
106542	106560	33
106561	106719	32
106720	106951	31
106952	107221	30
107222	107334	31
107335	107808	32
107809	108198	31
108199	108234	30
108235	108254	29
108255	108644	28
108645	108698	27
108699	108727	26
108728	108779	25
108780	108798	26
108799	108846	25
108847	109033	26
109034	109179	27
109180	109299	28
109300	109480	27
109481	109505	26
109506	109537	27
109538	109613	28
109614	109742	27
109743	109769	28
109770	110320	29
110321	110440	30
110441	110514	29
110515	110753	28
110754	110854	27
110855	110930	26
110931	111299	25
111300	111302	24
111303	111449	23
111450	111487	22
111488	111531	23
111532	111548	24
111549	111625	25
111626	111697	26
111698	111826	27
111827	111940	26
111941	112055	27
112056	112131	28
112132	112312	27
112313	112808	28
112809	112959	29
112960	113545	28
113546	113645	27
113646	113823	26
113824	114048	25
114049	114520	24
114521	115024	23
115025	115485	25
115486	115612	26
115613	115725	27
115726	115789	27
115790	115902	28
115903	115981	29
115982	116171	28
116172	116572	29
116573	116696	30
116697	116778	31
116779	117168	30
117169	117281	29
117282	117300	30
117301	117557	31
117558	118288	30
118289	118360	31
118361	118418	30
118419	118666	29
118667	118953	30
118954	118954	31
118955	119064	30
119065	119424	29
119425	119523	28
119524	119603	27
119604	119743	26
119744	119748	27
119749	119782	26
119783	119805	25
119806	120086	24
120087	120093	23
120094	120121	22
120122	120265	23
120266	120669	22
120670	120935	23
120936	120960	22
120961	121641	23
121642	121983	24
121984	122144	23
122145	122329	24
122330	122585	23
122586	123344	24
123345	123592	26
123593	123675	25
123676	123678	26
123679	123722	25
123723	124026	24
124027	124540	23
124541	124773	22
124774	124794	21
124795	124878	22
124879	125114	21
125115	125356	22
125357	125401	21
125402	125726	22
125727	125743	21
125744	125762	22
125763	125781	21
125782	125965	20
125966	126436	21
126437	126560	22
126561	126579	23
126580	126761	24
126762	126935	23
126936	127058	22
127059	127423	23
127424	127483	21
127484	127641	20
127642	127660	21
127661	128492	20
128493	128691	19
128692	128703	18
128704	129058	19
129059	129139	20
129140	129479	21
129480	129613	22
129614	129668	23
129669	130358	22
130359	130385	21
130386	130405	22
130406	131035	23
131036	131059	24
131060	131301	25
131302	131331	26
131332	131613	25
131614	131653	24
131654	131698	25
131699	131767	26
131768	131780	25
131781	131795	26
131796	131821	27
131822	131971	28
131972	132292	27
132293	132385	26
132386	133416	25
133417	133960	26
133961	133985	28
133986	134604	27
134605	134734	26
134735	134760	25
134761	135071	26
135072	135318	27
135319	135470	26
135471	135552	27
135553	135637	26
135638	135825	27
135826	135983	26
135984	136072	27
136073	136365	26
136366	136544	25
136545	136668	26
136669	136748	27
136749	136819	28
136820	137278	27
137279	137279	26
137280	137400	27
137401	137586	26
137587	137655	27
137656	137778	26
137779	137838	27
137839	137862	26
137863	138611	25
138612	139030	26
139031	139201	25
139202	139544	26
139545	139915	27
139916	139944	26
139945	140144	25
140145	140198	24
140199	140331	23
140332	140570	24
140571	140609	23
140610	140635	22
140636	140658	21
140659	140871	22
140872	140874	23
140875	140935	24
140936	140975	25
140976	141004	24
141005	141013	25
141014	141304	24
141305	141340	25
141341	141399	24
141400	142031	25
142032	142352	26
142353	142527	27
142528	143582	28
143583	143612	29
143613	143630	28
143631	143640	27
143641	143748	28
143749	143788	29
143789	143940	30
143941	143959	31
143960	144092	30
144093	144462	31
144463	144810	30
144811	144995	29
144996	145050	28
145051	145107	29
145108	145348	28
145349	145482	27
145483	145855	28
145856	146122	29
146123	146166	28
146167	146255	27
146256	146657	28
146658	146940	29
146941	147506	30
147507	147611	29
147612	147673	28
147674	147678	27
147679	148158	26
148159	148398	25
148399	148947	24
148948	148966	25
148967	149029	24
149030	149232	23
149233	149346	24
149347	149386	23
149387	149638	22
149639	149685	23
149686	149790	22
149791	149886	21
149887	149976	20
149977	150139	21
150140	150195	22
150196	150389	23
150390	150881	24
150882	150917	25
150918	151055	26
151056	151193	25
151194	151237	26
151238	151473	27
151474	151629	28
151630	151809	29
151810	151911	28
151912	151942	27
151943	152300	28
152301	152302	27
152303	152321	28
152322	152604	27
152605	152755	26
152756	152774	27
152775	152867	26
152868	153632	28
153633	153860	29
153861	153899	30
153900	154025	29
154026	154084	28
154085	154168	29
154169	154502	28
154503	154672	27
154673	154709	28
154710	155018	27
155019	155137	26
155138	155276	25
155277	155309	24
155310	155494	23
155495	155541	24
155542	155782	25
155783	155819	26
155820	156034	27
156035	156131	26
156132	156905	27
156906	157089	28
157090	158160	29
158161	158281	30
158282	158338	31
158339	158351	30
158352	158370	31
158371	158827	32
158828	159037	31
159038	159718	30
159719	159749	31
159750	159763	30
159764	159878	29
159879	159913	28
159914	159980	27
159981	160116	26
160117	160135	27
160136	160991	26
160992	161012	25
161013	161493	24
161494	161607	23
161608	161736	22
161737	161756	21
161757	161833	20
161834	162217	21
162218	162395	20
162396	162485	21
162486	162565	20
162566	162572	19
162573	163037	20
163038	163290	19
163291	163365	20
163366	163475	19
163476	163751	20
163752	164207	21
164208	164421	20
164422	164453	19
164454	164505	18
164506	164526	17
164527	165234	18
165235	165308	17
165309	165525	18
165526	165574	19
165575	165586	18
165587	165765	19
165766	166480	20
166481	166768	19
166769	167049	18
167050	167111	17
167112	167135	16
167136	167153	15
167154	167246	14
167247	167523	15
167524	167735	16
167736	167862	15
167863	168365	16
168366	168478	17
168479	168528	18
168529	168639	19
168640	168694	20
168695	169199	21
169200	169561	22
169562	170118	23
170119	170127	22
170128	170626	23
170627	170702	24
170703	171028	25
171029	171157	24
171158	171257	25
171258	171328	24
171329	171687	23
171688	171706	24
171707	172200	23
172201	172276	24
172277	172623	25
172624	172909	26
172910	172984	27
172985	173146	26
173147	173170	25
173171	173493	26
173494	173784	27
173785	173913	26
173914	174174	27
174175	174205	26
174206	174209	27
174210	174631	26
174632	175250	25
175251	175511	26
175512	176013	24
176014	176527	23
176528	176676	24
176677	176726	23
176727	176740	22
176741	176749	23
176750	177051	24
177052	177067	23
177068	177546	24
177547	177583	25
177584	177673	24
177674	178124	23
178125	178148	22
178149	178263	21
178264	178543	22
178544	179258	21
179259	179303	20
179304	179524	21
179525	179543	22
179544	179826	21
179827	179954	22
179955	179995	21
179996	180095	20
180096	180169	19
180170	180219	20
180220	180612	21
180613	180737	22
180738	180877	21
180878	181053	22
181054	181125	23
181126	181318	22
181319	181420	21
181421	181431	22
181432	181565	21
181566	182257	22
182258	182320	23
182321	182835	22
182836	183194	23
183195	183383	24
183384	183392	23
183393	183400	24
183401	183670	23
183671	184336	24
184337	184359	23
184360	184378	24
184379	184425	23
184426	184523	22
184524	185021	23
185022	185335	22
185336	185563	21
185564	185818	22
185819	185890	23
185891	186079	22
186080	186169	23
186170	186207	24
186208	186269	25
186270	186485	24
186486	186647	25
186648	186996	26
186997	187158	25
187159	187563	24
187564	187915	25
187916	188254	26
188255	188274	25
188275	188335	27
188336	188348	26
188349	188563	27
188564	188619	28
188620	188725	29
188726	189180	28
189181	189398	29
189399	189677	30
189678	189695	31
189696	190123	32
190124	190420	30
190421	190651	29
190652	190696	28
190697	190769	29
190770	190788	30
190789	191089	31
191090	191249	30
191250	191471	31
191472	191629	30
191630	191680	31
191681	191736	30
191737	191807	31
191808	192518	32
192519	192596	31
192597	192762	32
192763	192790	31
192791	192885	32
192886	193036	30
193037	193144	29
193145	193373	28
193374	193416	27
193417	193935	28
193936	194295	29
194296	194356	30
194357	194491	29
194492	194561	28
194562	194765	29
194766	195176	28
195177	195263	29
195264	195266	28
195267	195519	29
195520	195641	30
195642	195835	29
195836	195940	28
195941	195959	29
195960	196095	28
196096	196254	29
196255	196328	28
196329	196425	29
196426	196636	30
196637	197512	29
197513	197531	30
197532	197562	29
197563	197705	28
197706	197731	27
197732	197806	28
197807	197862	29
197863	197959	30
197960	197968	31
197969	198079	32
198080	198182	33
198183	198207	34
198208	198275	33
198276	198297	32
198298	198429	31
198430	198443	32
198444	198567	33
198568	198828	34
198829	199093	33
199094	199628	32
199629	199666	31
199667	199728	30
199729	199866	31
199867	199896	32
199897	200101	33
200102	200309	32
200310	200666	33
200667	200786	32
200787	200803	33
200804	201113	34
201114	201344	33
201345	201470	34
201471	201754	33
201755	201890	34
201891	201929	33
201930	202078	32
202079	202082	33
202083	202168	32
202169	202205	31
202206	202297	32
202298	202301	33
202302	202843	32
202844	202954	31
202955	203057	32
203058	203094	31
203095	203254	32
203255	203319	33
203320	203407	32
203408	203419	33
203420	203581	34
203582	203615	35
203616	203620	36
203621	204282	35
204283	204656	34
204657	204716	35
204717	204865	34
204866	204883	33
204884	204905	32
204906	204990	33
204991	205104	34
205105	205149	35
205150	205694	36
205695	205778	37
205779	205961	36
205962	206304	35
206305	206651	36
206652	206758	37
206759	206989	36
206990	207007	34
207008	207205	33
207206	207320	32
207321	207348	31
207349	207522	32
207523	207811	33
207812	207975	32
207976	208173	31
208174	208234	30
208235	208781	31
208782	209252	30
209253	209256	31
209257	209349	30
209350	209481	29
209482	209500	30
209501	209543	29
209544	209680	30
209681	209787	29
209788	209848	30
209849	209904	31
209905	209954	32
209955	210058	31
210059	210112	32
210113	210131	33
210132	210274	32
210275	210429	31
210430	210438	32
210439	210672	31
210673	210988	30
210989	211004	29
211005	211374	28
211375	211410	27
211411	211432	28
211433	211709	29
211710	211761	28
211762	212046	29
212047	212117	28
212118	212277	27
212278	212408	26
212409	212499	27
212500	212618	26
212619	212954	25
212955	213449	24
213450	213474	25
213475	213509	26
213510	213562	27
213563	213658	28
213659	213761	29
213762	214001	30
214002	214163	29
214164	214188	30
214189	214347	31
214348	214400	32
214401	214455	33
214456	214537	34
214538	214552	33
214553	214571	34
214572	214711	33
214712	215027	32
215028	215107	31
215108	215221	32
215222	215274	31
215275	215326	32
215327	215571	33
215572	215712	32
215713	215946	33
215947	216049	32
216050	216061	33
216062	216432	34
216433	216455	33
216456	216706	34
216707	216722	35
216723	216816	36
216817	216862	37
216863	216883	39
216884	216904	40
216905	216981	39
216982	216990	40
216991	217204	41
217205	217339	42
217340	217645	43
217646	217680	44
217681	218530	43
218531	218573	42
218574	218786	43
218787	218844	42
218845	218853	43
218854	218912	42
218913	218946	43
218947	218980	42
218981	219018	41
219019	219178	42
219179	219357	41
219358	219395	40
219396	219850	39
219851	220137	38
220138	220352	37
220353	220712	38
220713	220765	39
220766	221065	38
221066	221482	39
221483	221744	38
221745	221876	37
221877	221881	38
221882	222224	39
222225	222349	40
222350	222368	41
222369	222761	40
222762	222771	39
222772	222818	38
222819	222884	37
222885	223072	36
223073	223107	37
223108	223189	36
223190	223315	35
223316	223334	36
223335	223403	35
223404	223575	34
223576	223700	33
223701	223792	32
223793	223940	31
223941	224149	32
224150	224351	33
224352	224570	32
224571	224755	33
224756	225068	32
225069	225121	33
225122	225145	32
225146	225230	31
225231	225262	29
225263	225297	30
225298	225302	29
225303	225334	28
225335	225415	27
225416	225474	26
225475	225936	25
225937	226028	24
226029	226056	23
226057	226310	22
226311	226328	21
226329	226353	20
226354	226377	21
226378	226415	22
226416	226441	21
226442	226568	20
226569	226677	21
226678	227041	22
227042	227383	21
227384	227521	22
227522	227630	23
227631	227656	24
227657	227790	25
227791	228002	26
228003	228062	25
228063	228413	26
228414	228542	27
228543	228714	28
228715	228831	29
228832	229113	28
229114	229229	27
229230	229295	28
229296	229340	29
229341	229481	28
229482	229637	27
229638	229742	26
229743	229846	27
229847	230602	28
230603	230620	29
230621	230659	30
230660	230714	31
230715	230835	30
230836	230910	29
230911	231281	30
231282	231292	31
231293	231766	32
231767	231811	33
231812	231921	34
231922	231970	33
231971	232034	34
232035	232318	35
232319	232757	36
232758	232847	35
232848	232882	36
232883	232904	35
232905	233291	34
233292	233310	35
233311	233735	34
233736	233754	35
233755	233870	34
233871	233888	33
233889	233932	34
233933	234634	33
234635	235100	35
235101	235129	36
235130	235171	35
235172	235272	34
235273	235463	33
235464	235508	34
235509	235777	35
235778	235896	36
235897	235961	37
235962	236006	36
236007	236076	35
236077	236164	34
236165	236229	35
236230	236230	36
236231	236346	35
236347	236564	34
236565	236622	35
236623	236672	34
236673	236771	35
236772	236933	34
236934	236956	35
236957	237005	36
237006	237285	35
237286	237374	36
237375	237392	35
237393	237498	36
237499	238010	37
238011	238020	38
238021	238250	39
238251	238362	40
238363	238461	39
238462	238638	40
238639	239214	39
239215	239276	40
239277	239459	41
239460	239614	40
239615	239626	39
239627	239722	40
239723	240106	41
240107	240107	39
240108	240138	40
240139	240157	41
240158	240186	39
240187	240190	38
240191	240265	39
240266	240287	38
240288	240375	39
240376	240534	38
240535	240712	37
240713	240747	38
240748	240840	37
240841	240859	38
240860	241047	39
241048	241467	38
241468	241499	37
241500	241921	36
241922	242093	37
242094	242267	36
242268	242317	37
242318	242367	38
242368	242383	37
242384	242587	36
242588	242762	37
242763	242875	38
242876	242913	37
242914	242932	38
242933	243221	37
243222	243306	38
243307	243602	37
243603	243828	38
243829	243846	39
243847	243899	40
243900	244019	39
244020	244062	38
244063	244132	39
244133	244150	38
244151	244436	39
244437	244762	38
244763	244874	39
244875	244894	40
244895	244974	41
244975	245062	42
245063	245089	43
245090	245192	42
245193	245266	43
245267	245396	44
245397	245475	43
245476	245678	44
245679	245780	42
245781	245831	43
245832	245922	44
245923	246011	45
246012	246357	44
246358	246424	45
246425	246464	44
246465	246540	45
246541	246555	43
246556	246739	42
246740	246870	41
246871	247019	42
247020	247078	41
247079	247378	40
247379	247435	39
247436	247507	38
247508	247654	37
247655	247706	36
247707	247717	35
247718	247879	34
247880	248007	35
248008	248062	34
248063	248344	35
248345	248421	36
248422	248476	35
248477	248722	34
248723	249221	33
249222	249290	34
249291	249806	33
249807	250158	34
250159	250255	33
250256	250606	34
250607	250649	35
250650	250658	34
250659	250669	33
250670	250937	34
250938	250943	35
250944	251150	34
251151	251219	35
251220	251221	36
251222	251226	37
251227	251241	36
251242	251613	37
251614	251802	38
251803	251932	39
251933	252024	38
252025	252070	39
252071	252092	40
252093	252111	41
252112	252130	42
252131	252243	41
252244	252307	42
252308	252388	43
252389	252401	44
252402	252440	43
252441	252459	44
252460	252462	43
252463	252503	44
252504	252522	45
252523	252532	44
252533	252579	45
252580	252720	47
252721	252768	48
252769	252865	49
252866	253002	50
253003	253045	51
253046	253084	50
253085	253127	52
253128	253172	53
253173	253269	54
253270	253336	53
253337	253343	54
253344	253371	53
253372	253535	52
253536	253732	51
253733	253814	49
253815	254109	48
254110	254242	47
254243	254467	48
254468	254650	47
254651	254689	46
254690	254771	45
254772	254924	44
254925	255109	43
255110	255584	42
255585	255839	41
255840	256129	40
256130	256460	39
256461	256861	38
256862	257516	37
257517	257584	36
257585	258413	35
258414	259288	34
259289	259890	33
259891	260596	32
260597	260764	31
260765	261057	30
261058	261143	35
261144	261185	36
261186	261247	33
261248	261307	27
261308	261311	25
261312	261397	19
261398	261416	20
261417	261428	15
261429	261484	14
261485	261515	13
261516	261565	12
261566	261571	13
261572	261584	12
261585	261601	10
261602	261617	11
261618	261620	10
261621	261652	9
261653	261673	3
261674	261709	0
>ptg000020l	307151
1	7	0
8	269	3
270	890	4
891	1803	5
1804	1880	6
1881	2108	7
2109	2459	8
2460	2511	9
2512	2909	10
2910	2966	11
2967	3340	12
3341	3491	13
3492	4055	14
4056	4296	15
4297	4465	17
4466	4910	15
4911	5111	16
5112	5330	17
5331	5401	18
5402	5472	19
5473	5922	20
5923	6146	21
6147	6203	22
6204	6227	23
6228	6433	24
6434	6677	26
6678	6831	27
6832	7138	28
7139	7154	29
7155	7566	30
7567	7848	31
7849	8026	32
8027	8119	33
8120	8207	34
8208	8273	35
8274	8373	36
8374	8467	37
8468	8655	38
8656	8737	37
8738	8745	36
8746	8764	35
8765	8946	34
8947	9250	35
9251	9269	36
9270	9751	35
9752	9992	36
9993	10292	37
10293	10315	38
10316	10338	39
10339	10353	40
10354	10423	41
10424	10507	42
10508	10540	41
10541	10851	40
10852	10923	41
10924	10929	42
10930	10948	43
10949	11030	42
11031	11062	43
11063	11230	44
11231	11789	45
11790	11973	44
